epoch,training_chroma_l1,validation_chroma_l1,validation_full_l1,training_generator_loss,training_discriminator_loss,skipped_training_images
71,0.0056061147700123895,0.005913137680183518,0.0047377674403912525,0.7458009557653735,0.6927853358040853,804.0
72,0.005589867215217109,0.005579800637215579,0.0045492507094816795,0.7456273866993959,0.6928082578117872,804.0
73,0.005607037283157604,0.006094056091776336,0.004989349440613138,0.7464218204633678,0.6927080491807794,804.0
74,0.005645063863037233,0.005967760920570275,0.004636709885011942,0.747575362075557,0.6924535975477935,804.0
75,0.005670731761857769,0.00603740243685282,0.005030675229111468,0.7481444415039946,0.6925185334577489,804.0
76,0.005760524798271674,0.005963432736065472,0.0049751185352738935,0.7523730253036701,0.6916336259469985,804.0
77,0.005805030024271925,0.005914656061562392,0.005142045063436113,0.7550194592871207,0.6910459519889434,804.0
78,0.005920398296137395,0.005887596443681204,0.004853197812211854,0.759726943146129,0.6903554585969263,804.0
79,0.005957428679360611,0.005973694424654994,0.00479501163655491,0.762695629849352,0.6898128828500104,804.0
80,0.006028362967478446,0.006089359296901959,0.005023395878387163,0.7641325935040739,0.6896108076833242,804.0
81,0.006027576944193035,0.006509591913617112,0.005278809530893975,0.7632603196829796,0.6903635158723662,804.0
82,0.006063192887105361,0.006365797074501496,0.005298077347574182,0.7640467228584226,0.690059852121143,804.0
83,0.006045822281434544,0.0064120727082415,0.005137447136573554,0.763551402896287,0.6906928694651155,804.0
84,0.0059944867221091895,0.006226475775998075,0.004952027916537765,0.7599054301234341,0.6914379268866361,804.0
85,0.005983953819217486,0.005956477046835082,0.004941783526313443,0.7601627757778145,0.6913303800845076,804.0
86,0.006009240019729837,0.006203762620905724,0.005201400410541275,0.7628070201517004,0.6907784046133728,804.0
87,0.006051251513521695,0.006520025688667632,0.005399105601565917,0.7640170915370018,0.690317146292655,804.0
88,0.006054307144045063,0.00571557867495541,0.004902257774740823,0.7646871667089258,0.6900411422047498,804.0
89,0.006071534781721409,0.006418490505013462,0.005163017949546187,0.7661578416492472,0.6898551707675951,804.0
90,0.006077866267713188,0.00619220955802346,0.005031798228910776,0.766301741143601,0.6898113893630606,804.0
91,0.005873035594887995,0.00601182947600164,0.005009044181144408,0.7581152045318807,0.7006091706572124,804.0
92,0.005236553061586731,0.00556749075800891,0.004758791664199097,0.7373994794811476,0.6933583819996623,804.0
93,0.005183954412312236,0.005158255859950623,0.004324211156482958,0.7374214551748146,0.6934778889650268,804.0
94,0.005579156785211348,0.005448634833305546,0.0045089785810255465,0.7552155611595948,0.6944760670382956,804.0
95,0.005209718003091912,0.0054012185583089045,0.004479238047196,0.7374226569595997,0.6933452353502183,804.0
96,0.00554632609634822,0.0059137615970302915,0.004988728568582144,0.7493641678712071,0.692863817053924,804.0
97,0.005702839108557599,0.005594437590188649,0.004457684866551117,0.7567680397372037,0.6910535013352743,804.0
98,0.005740768588140263,0.005711465412167178,0.004667558097876913,0.7582383790154497,0.6906965984147503,804.0
99,0.005769220587041663,0.0059299387504684175,0.00500399476635379,0.7593015228057588,0.6903778566244706,804.0
100,0.0057683794537139975,0.005816775990005491,0.004688541347171086,0.7586695048578789,0.6908533136752414,804.0
