dataset,id,resolution,sampling,method,width,height,rgb_sha256,ciede2000,cpsnr_rgb,fsim_luma,mae_rgb_255,mse_rgb_255,ssim_luma
uhd240,4K/4K_80/0026.png,4K,cosited_point,prism_cartesian_prob,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.47582239784646924,51.12670160334663,0.9998623728752136,0.4512431278935185,0.5016608394418725,0.9984108763683679
uhd240,4K/4K_80/0026.png,4K,cosited_point,prism_polar,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.4867586163107142,50.93853466616718,0.9998629093170166,0.46300905832047323,0.5238740596064815,0.9984054867778771
uhd240,4K/4K_80/0026.png,4K,cosited_point,prism_polar_prob,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.5036085776773983,50.61774916784417,0.9998648762702942,0.48395945859053496,0.56403420781893,0.9983931348408868
uhd240,4K/4K_80/0026.png,4K,cosited_point,prism_residual,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.47906563573414057,51.06764286655135,0.9998612999916077,0.45499361014660494,0.5085294094007201,0.9984098401196778
uhd240,4K/4K_80/0026.png,4K,cosited_point,scaled_decode_first/bicubic,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.155461464026029,55.91469390567254,0.9999977946281433,0.1457423482510288,0.16657544045781894,0.999674877581122
uhd240,4K/4K_80/0026.png,4K,cosited_point,scaled_decode_first/bilinear,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.16534040235354125,55.227486971374056,0.9999974966049194,0.15883985982510287,0.19513342335390946,0.9996357787844381
uhd240,4K/4K_80/0026.png,4K,cosited_point,scaled_hybrid/bicubic,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.387185837459388,51.59254970035882,0.9999765157699585,0.3667081002443416,0.45063548900462963,0.9993862284595091
uhd240,4K/4K_80/0026.png,4K,cosited_point,scaled_hybrid/bilinear,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.3673582750276522,51.79458383788787,0.9999749660491943,0.3481882957175926,0.4301520302854938,0.9994117981527226
uhd240,4K/4K_80/0026.png,4K,cosited_point,scaled_lifting/bicubic,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.3880024909844546,51.52676444477727,0.9999755024909973,0.3684915927211934,0.45751350308641975,0.9993837601851896
uhd240,4K/4K_80/0026.png,4K,cosited_point,scaled_lifting/bilinear,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.36792656303434895,51.740527920699705,0.9999738335609436,0.34965217496141976,0.4355395206404321,0.9994100714326061
uhd240,4K/4K_80/0026.png,4K,cosited_point,scaled_matrix/bicubic,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.24509469710999018,54.214277207145344,0.9999781250953674,0.2222021685313786,0.2464067724408436,0.9995328749046487
uhd240,4K/4K_80/0026.png,4K,cosited_point,scaled_matrix/bilinear,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.24962711121409295,53.832183010236776,0.9999775290489197,0.22985946341306585,0.26906800572273665,0.9995460324620083
uhd240,4K/4K_80/0026.png,4K,cosited_point,v5,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,1.7889868141951832,40.44011174422476,0.999527633190155,1.9369090390303498,5.875829515496399,0.9978887154110816
uhd240,4K/4K_80/0026.png,4K,cosited_point,v5_1,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.8628424373062165,44.300472182451585,0.9994651675224304,1.2432056166409464,2.415645174254115,0.9978199681371924
uhd240,4K/4K_80/0026.png,4K,cosited_point,v6,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.5587931512934671,49.833656598307826,0.9998637437820435,0.5402141203703704,0.6756389853395062,0.9983864084799452
uhd240,4K/4K_80/0026.png,4K,cosited_point,v7,3840,2160,bda25610cb6ce722410f0ce8c9fdee9e473302c9240031a2e2b07dc266463aa5,0.5203377201997834,50.467322751871976,0.999862790107727,0.49376390496399175,0.5839129211676954,0.9983867440673756
uhd240,4K/4K_80/0027.png,4K,cosited_point,conventional/bicubic,3840,2160,891647752f20fc9637b98316fd73c012b250650a9526408e0220f0f6ddc0846a,0.447581221438475,51.36687566937744,0.9999881982803345,0.4333709490740741,0.47467110339506174,0.9985051278484496
uhd240,4K/4K_80/0027.png,4K,cosited_point,conventional/bilinear,3840,2160,891647752f20fc9637b98316fd73c012b250650a9526408e0220f0f6ddc0846a,0.44145306114736377,51.43007233053826,0.9999879002571106,0.4272866431970165,0.46781390657150207,0.9985089498547939
uhd240,4K/4K_80/0027.png,4K,cosited_point,prism_cartesian_prob,3840,2160,891647752f20fc9637b98316fd73c012b250650a9526408e0220f0f6ddc0846a,0.4475786364418186,51.34526652181121,0.9999882578849792,0.43350525655864197,0.4770388052983539,0.9985058364752767
uhd240,4K/4K_80/0027.png,4K,cosited_point,prism_polar,3840,2160,891647752f20fc9637b98316fd73c012b250650a9526408e0220f0f6ddc0846a,0.45433228313020857,51.23468326688594,0.9999880790710449,0.44084321952160493,0.4893414834104938,0.9985007756804419
uhd240,4K/4K_80/0027.png,4K,cosited_point,prism_polar_prob,3840,2160,891647752f20fc9637b98316fd73c012b250650a9526408e0220f0f6ddc0846a,0.4655620039697209,51.05585377448858,0.9999884366989136,0.45366990579989713,0.509911707497428,0.9984982107606111
uhd240,4K/4K_80/0027.png,4K,cosited_point,prism_residual,3840,2160,891647752f20fc9637b98316fd73c012b250650a9526408e0220f0f6ddc0846a,0.45019055117730467,51.307859300690765,0.9999881386756897,0.43632916988168724,0.4811654449588477,0.9985020109680607
uhd240,4K/4K_80/0027.png,4K,cosited_point,scaled_decode_first/bicubic,3840,2160,891647752f20fc9637b98316fd73c012b250650a9526408e0220f0f6ddc0846a,0.1618454447085003,55.826712759555754,0.9999993443489075,0.15649337705761318,0.16998440715020577,0.9997321172992737
uhd240,4K/4K_80/0027.png,4K,cosited_point,scaled_decode_first/bilinear,3840,2160,891647752f20fc9637b98316fd73c012b250650a9526408e0220f0f6ddc0846a,0.16818394867261424,55.54847413642215,0.9999991655349731,0.16345638824588477,0.18123119212962963,0.9997015600177832
uhd240,4K/4K_80/0027.png,4K,cosited_point,scaled_hybrid/bicubic,3840,2160,891647752f20fc9637b98316fd73c012b250650a9526408e0220f0f6ddc0846a,0.3419745008167024,52.03445403509801,0.9999982714653015,0.34137409979423866,0.4070380015432099,0.9995051217680526
uhd240,4K/4K_80/0027.png,4K,cosited_point,scaled_hybrid/bilinear,3840,2160,891647752f20fc9637b98316fd73c012b250650a9526408e0220f0f6ddc0846a,0.31296991084744935,52.531392440537836,0.9999982118606567,0.3103104504243827,0.36302883069701647,0.9995320905646035
